48 196

58 238
51 225
55 224
58 238

51 210
54 244
58 238
51 210

61 252
54 244
58 238
61 252

54 224
57 263
61 252
54 224

64 266
57 263
61 252
64 266

57 238
60 282
64 266
57 238

67 280
60 282
64 266
67 280

60 252
63 301
67 280
60 252

70 294
63 301
67 280
70 294

63 266
66 320
70 294
63 266

73 308
66 320
70 294
73 308

66 280
69 339
73 308
66 280

76 322
69 339
73 308
76 322

69 294
72 358
76 322
69 294

79 336
72 358
76 322
79 336

49 196
52 215
56 224
49 196

59 238
52 215
56 224
59 238

52 210
55 234
59 238
52 210

62 252
55 234
59 238
62 252

55 224
58 253
62 252
55 224

65 266
58 253
62 252
65 266

58 238
61 272
65 266
58 238

68 280
61 272
65 266
68 280

61 252
64 291
68 280
61 252

71 294
64 291
68 280
71 294

64 266
67 310
71 294
64 266

74 308
67 310
71 294
74 308

67 280
70 329
74 308
67 280

77 322
70 329
74 308
77 322

70 294
73 348
77 322
70 294

80 336
73 348
77 322
80 336

73 308
76 367
80 336
73 308

83 350
76 367
80 336
83 350

76 322
79 386
83 350
76 322

86 364
79 386
83 350
86 364

56 224
59 243
63 252
56 224

66 266
59 243
63 252
66 266

59 238
62 262
66 266
59 238

69 280
62 262
66 266
69 280

62 252
65 281
69 280
62 252

72 294
65 281
69 280
72 294

65 266
68 300
72 294
65 266

75 308
68 300
72 294
75 308

68 280
71 319
75 308
68 280

78 322
71 319
75 308
78 322

71 294
74 338
78 322
71 294

81 336
74 338
78 322
81 336

74 308
77 357
81 336
74 308

84 350
77 357
81 336
84 350

77 322
80 376
84 350
77 322

87 364
80 376
84 350
87 364

80 336
83 395
87 364
80 336

90 378
83 395
87 364
90 378

83 350
86 414
90 378
83 350

93 392
86 414
90 378
93 392

63 252
66 271
70 280
63 252

73 294
66 271
70 280
73 294

66 266
69 290
73 294
66 266

76 308
69 290
73 294
76 308

69 280
72 309
76 308
69 280

79 322
72 309
76 308
79 322

72 294
75 328
79 322
72 294

82 336
75 328
79 322
82 336

75 308
78 347
82 336
75 308

85 350
78 347
82 336
85 350

78 322
81 366
85 350
78 322

88 364
81 366
85 350
88 364

81 336
84 385
88 364
81 336

91 378
84 385
88 364
91 378

84 350
87 404
91 378
84 350

94 392
87 404
91 378
94 392

87 364
90 423
94 392
87 364

97 406
90 423
94 392
97 406

90 378
93 442
97 406
90 378

100 420
93 442
97 406
100 420

